u1_add,u1_del,u2_add,u2_del,u3_add,u3_del,u4_add,u4_del,u1_speak,u2_speak,u3_speak,u4_speak,gini_group_speak,gini_group_add,gini_group_del,sum_group_speak,sum_group_add,sum_group_del,u1_turns,u2_turns,u3_turns,u4_turns,group,dataset,pca_1,pca_2,pca_3,pca_4,entropy_group_speak,entropy_group_add,entropy_group_del
0,1,0,0,0,0,0,0,5.0,0.8,5.0,3.4000000000000004,0.47522521666260875,0.0,0.0,14.200000000000001,0.0,1.0,6.0,4.0,0.0,6.0,1,1,-1.2973378686705737,-0.29048472406676945,-1.554370551690191,-0.043608900983709224,1.7880615168287384,0.0,0.0
26,0,2,0,0,0,24,0,7.6,5.0,0.8,1.6,0.47522521666260875,0.0,0.0,15.0,52.0,0.0,8.0,2.0,1.0,9.0,1,1,-1.1687172702588289,1.4468613451359402,-2.2359612402455387,0.14404645936237778,1.595250020426223,1.1956217818146277,0.0
1,0,0,0,0,0,189,0,3.6,0.2,3.8,5.2,0.47522521666260875,0.0,0.0,12.8,190.0,0.0,6.0,6.0,0.0,7.0,1,1,-0.35504892772962565,4.8543443108849145,-3.1250458698820913,-5.051380319879993,1.6565514772959669,0.04741446002682828,0.0
31,0,106,0,0,0,0,0,5.6000000000000005,2.4000000000000004,5.0,2.2,0.47522521666260875,0.0,0.0,15.200000000000001,137.0,0.0,6.0,7.0,2.0,2.0,1,1,-0.7462534969866076,4.512851200504947,-1.6665192633435266,1.1064069672711059,1.882458561132465,0.7714652668605833,0.0
46,11,0,0,0,0,0,0,8.6,2.4000000000000004,3.4000000000000004,2.2,0.47522521666260875,0.0,0.0,16.6,46.0,11.0,9.0,2.0,2.0,3.0,1,1,-0.2600164469557045,2.356903263829044,-1.0000905067869124,4.139535359062656,1.7498641233094534,0.0,0.0
0,0,0,0,0,0,0,0,2.8000000000000003,1.4,0.8,15.8,0.47522521666260875,0.0,0.0,20.8,0.0,0.0,13.0,1.0,0.0,4.0,1,1,-2.6564731801052255,-0.25930824544695685,-1.4302485699372862,-0.13590261037813053,1.1335826751680074,0.0,0.0
0,0,0,0,0,0,0,0,8.4,4.4,0.0,2.4000000000000004,0.47522521666260875,0.0,0.0,15.200000000000001,0.0,0.0,8.0,2.0,0.0,4.0,1,1,-1.364767501979085,-0.23879450439086147,-1.4649190898010733,-0.146479355575488,1.4110278111359231,0.0,0.0
49,3,0,0,0,0,0,0,2.0,4.0,8.0,1.6,0.47522521666260875,0.0,0.0,15.6,49.0,3.0,10.0,1.0,2.0,6.0,1,1,-0.7554648727653914,1.4866425196684447,-1.9018745092672182,2.622318094038466,1.7144411080658974,0.0,0.0
0,0,133,39,0,0,58,4,0.6000000000000001,8.8,2.0,5.800000000000002,0.47522521666260875,0.0,0.0,17.200000000000003,191.0,43.0,8.0,3.0,0.0,9.0,1,1,-0.8604081109391247,15.338171993978735,-0.64106444820845,-2.2633758148086365,1.5533507020302637,0.8857248403967046,0.446481346896803
0,0,37,0,0,0,72,3,8.0,4.6000000000000005,1.2000000000000002,5.4,0.47522521666260875,0.0,0.0,19.200000000000003,109.0,3.0,8.0,5.0,2.0,8.0,1,1,-1.731805102114505,3.8605807038662077,-1.714955039705847,-2.399886650339525,1.7848501429342147,0.9242909795281407,0.0
0,0,0,0,0,0,2,0,3.6,11.0,4.6000000000000005,0.8,0.47522521666260875,0.0,0.0,20.000000000000004,2.0,0.0,10.0,4.0,1.0,4.0,1,1,-2.1782833955404723,0.041827519611028194,-0.5701874329747786,0.29265880387860754,1.5931025971834327,0.0,0.0
0,0,0,0,0,1,0,0,1.0,8.0,2.0,7.4,0.47522521666260875,0.0,0.0,18.4,0.0,1.0,7.0,2.0,1.0,6.0,1,1,-1.5777805534143448,-0.03481761485359579,-1.0472155280454514,-0.10650266087278486,1.6273030457627078,0.0,0.0
0,0,0,0,0,0,0,0,10.6,1.2000000000000002,2.2,2.0,0.47522521666260875,0.0,0.0,16.0,0.0,0.0,11.0,2.0,1.0,0.0,1,1,-1.5337831415893934,-0.5264247438758753,-1.1770881942973723,0.1723753125434299,1.4423957467616075,0.0,0.0
0,0,0,0,0,0,0,0,1.2000000000000002,6.2,0.8,4.0,0.47522521666260875,0.0,0.0,12.200000000000001,0.0,0.0,4.0,1.0,1.0,4.0,1,1,-0.2064072165733497,-0.4303574709424078,-1.6536630290041705,-0.21929097181686566,1.6105992633978485,0.0,0.0
0,0,0,0,0,0,0,0,8.8,0.8,3.2,0.8,0.47522521666260875,0.0,0.0,13.600000000000001,0.0,0.0,4.0,1.0,0.0,4.0,1,1,-0.7507001525058579,-0.4981704034388648,-1.8447917301679655,-0.29888541986719136,1.3784188527203236,0.0,0.0
0,0,0,0,0,0,0,0,2.0,3.4000000000000004,9.6,2.2,0.47522521666260875,0.0,0.0,17.200000000000003,0.0,0.0,9.0,1.0,2.0,4.0,1,1,-1.5653557205790227,-0.4533629778714678,-1.3604950525186699,0.24436827533877722,1.672333393193317,0.0,0.0
0,0,0,0,0,0,0,0,10.4,2.0,1.0,1.8,0.47522521666260875,0.0,0.0,15.200000000000001,0.0,0.0,7.0,3.0,2.0,0.0,1,1,-0.9418271783504049,-0.6646733604488947,-1.025040981083034,0.10660684072623546,1.3823865689747954,0.0,0.0
0,0,0,0,0,0,0,0,12.2,1.2000000000000002,1.8,1.4,0.47522521666260875,0.0,0.0,16.6,0.0,0.0,11.0,3.0,2.0,1.0,1,1,-1.7016583914762007,-0.5191860281214019,-1.026908002203933,0.2277046665242722,1.2489483221535869,0.0,0.0
0,0,0,0,0,0,0,0,6.6000000000000005,2.6,2.2,0.8,0.47522521666260875,0.0,0.0,12.200000000000003,0.0,0.0,9.0,2.0,1.0,3.0,1,1,-0.8893726883438505,-0.45511040725852253,-1.5811295417565174,-0.006652400825638023,1.6582050411747973,0.0,0.0
0,0,0,0,0,0,0,0,2.4000000000000004,0.4,1.6,9.4,0.47522521666260875,0.0,0.0,13.8,0.0,0.0,8.0,2.0,0.0,2.0,1,1,-1.0083242843730094,-0.6010951931484221,-1.6329283197835314,-0.22661943001571486,1.324680601162186,0.0,0.0
0,0,0,0,0,0,0,0,9.0,1.0,4.4,1.4,0.47522521666260875,0.0,0.0,15.8,0.0,0.0,9.0,2.0,0.0,4.0,1,1,-1.6848216184959897,-0.35765908630249604,-1.5661331864162678,-0.0670534084475681,1.5379325219277875,0.0,0.0
0,0,0,0,0,0,0,0,1.4,3.8,11.4,1.4,0.47522521666260875,0.0,0.0,17.999999999999996,0.0,0.0,8.0,4.0,1.0,0.0,1,1,-1.5557642607019413,-0.628591559039696,-0.7156306166187445,0.3896456407063441,1.4642050688671764,0.0,0.0
0,0,0,0,0,0,0,0,3.8,1.6,1.2000000000000002,10.8,0.47522521666260875,0.0,0.0,17.400000000000002,0.0,0.0,10.0,4.0,2.0,1.0,1,1,-1.6410950881322213,-0.6346892150452609,-0.914756039422031,0.09367857542717696,1.4891007041638737,0.0,0.0
0,0,0,0,1,0,0,0,1.0,10.2,2.0,3.2,0.47522521666260875,0.0,0.0,16.4,1.0,0.0,15.0,3.0,0.0,4.0,1,1,-2.1187802709434385,0.1020610075928643,-0.984380332379707,0.26432922680799076,1.5023981770100754,0.0,0.0
0,0,0,0,45,4,0,0,2.8000000000000003,3.4000000000000004,1.4,7.6,0.47522521666260875,0.0,0.0,15.200000000000001,45.0,4.0,7.0,4.0,1.0,3.0,1,1,-0.011923248578919406,0.8352054248396944,0.2013860759315069,-0.7638206967819127,1.7497358400840894,0.0,0.0
0,0,0,0,30,8,0,0,0.6000000000000001,11.4,2.0,1.6,0.47522521666260875,0.0,0.0,15.6,30.0,8.0,9.0,2.0,0.0,2.0,1,1,0.01716671445455981,1.3498861964699438,0.8900109008557974,-0.40422670585011017,1.2283650488824103,0.0,0.0
4,4,0,0,1,0,0,0,4.4,1.0,4.800000000000002,1.4,0.47522521666260875,0.0,0.0,11.600000000000003,5.0,4.0,3.0,5.0,0.0,1.0,1,1,-0.00148017642802489,-0.09227056606738503,-1.0475038240223107,0.8091912476792098,1.7302616751936355,0.7219280948873623,0.0
0,0,0,0,0,0,0,0,5.2,2.0,5.0,2.2,0.47522521666260875,0.0,0.0,14.399999999999999,0.0,0.0,4.0,6.0,4.0,0.0,1,1,-0.49644542257634494,-0.9673023697735373,-0.6145168496272571,0.2658906128957997,1.8701907490823069,0.0,0.0
0,0,0,0,0,0,0,0,1.6,1.4,11.0,2.0,0.47522521666260875,0.0,0.0,16.0,0.0,0.0,10.0,2.0,1.0,2.0,1,1,-1.5341924930359274,-0.581688072008792,-1.3239159810839047,0.2668264053490922,1.3863587242981983,0.0,0.0
0,0,0,0,0,0,0,0,1.8,0.2,0.8,9.0,0.47522521666260875,0.0,0.0,11.8,0.0,0.0,4.0,0.0,1.0,2.0,1,1,-0.059497169154510254,-0.7713834971596261,-1.9448062947902884,-0.35379457859864666,1.0748004332971604,0.0,0.0
0,0,0,0,0,0,0,0,2.6,8.4,1.0,1.8,0.47522521666260875,0.0,0.0,13.8,0.0,0.0,8.0,2.0,2.0,1.0,1,1,-0.5997148733367696,-0.4210839839255977,-1.0197277391558885,0.2118982458520243,1.5473358541700568,0.0,0.0
0,0,0,0,0,0,0,0,0.2,7.4,1.6,2.4000000000000004,0.47522521666260875,0.0,0.0,11.6,0.0,0.0,6.0,3.0,0.0,1.0,1,1,-0.2792784309086491,-0.45595977473966615,-1.2352353101543538,-0.03380109579737756,1.3791995375943822,0.0,0.0
0,0,0,0,0,0,0,0,0.0,1.8,3.8,5.800000000000002,0.47522521666260875,0.0,0.0,11.400000000000002,0.0,0.0,5.0,4.0,0.0,5.0,1,1,-0.6470118159671556,-0.5446775250632947,-1.70474565781987,-0.31865282000890327,1.444795336496171,0.0,0.0
0,0,0,0,0,0,0,0,7.2,1.6,1.2000000000000002,0.8,0.47522521666260875,0.0,0.0,10.8,0.0,0.0,6.0,2.0,0.0,1.0,1,1,-0.3124900084922312,-0.6116906199847927,-1.6438107846067038,-0.169370965048553,1.428460186306984,0.0,0.0
0,0,0,0,0,0,0,0,0.8,3.0,4.2,1.0,0.47522521666260875,0.0,0.0,9.0,0.0,0.0,4.0,1.0,1.0,4.0,1,1,0.18245874461164624,-0.6100064358937901,-1.9789442714767513,-0.2125290577109674,1.7040383121759288,0.0,0.0
0,0,0,0,0,0,0,0,0.2,1.6,0.0,1.4,0.47522521666260875,0.0,0.0,3.2,0.0,0.0,2.0,0.0,0.0,2.0,1,1,1.4274786284971894,-0.7979059568142891,-2.454328856324313,-0.49199852605341493,1.2717822215997983,0.0,0.0
0,0,0,0,0,0,0,0,2.2,6.800000000000002,4.800000000000002,6.2,0.47522521666260875,0.0,0.0,20.000000000000004,0.0,0.0,10.0,5.0,2.0,7.0,2,1,-2.451723182320174,-0.22469940612769568,-0.22320233133867454,0.021386066346517917,1.8973894893064978,0.0,0.0
0,0,0,0,0,0,0,0,3.2,3.8,10.4,7.800000000000002,0.47522521666260875,0.0,0.0,25.200000000000003,0.0,0.0,12.0,9.0,3.0,3.0,2,1,-3.4528668876710222,-0.5487145770466069,0.7954794529639219,0.46430136097134206,1.8402626644968003,0.0,0.0
0,0,0,0,0,0,0,0,12.2,5.0,7.0,2.4000000000000004,0.47522521666260875,0.0,0.0,26.6,0.0,0.0,10.0,10.0,1.0,7.0,2,1,-4.066195051988073,-0.10598577575188227,0.655608437555461,0.14615005916172497,1.7889979397310252,0.0,0.0
0,0,0,0,0,0,0,0,6.0,1.6,4.4,13.8,0.47522521666260875,0.0,0.0,25.800000000000004,0.0,0.0,7.0,12.0,0.0,4.0,2,1,-3.562373857059012,-0.510531750307985,0.7481931139240262,-0.1774229630245342,1.656169883361473,0.0,0.0
0,0,0,0,0,0,0,0,1.4,8.4,2.8000000000000003,10.8,0.47522521666260875,0.0,0.0,23.400000000000002,0.0,0.0,13.0,9.0,2.0,1.0,2,1,-3.0166840156396866,-0.3866073378553245,0.9483228609881923,0.36672924552781133,1.6550167688419948,0.0,0.0
0,0,0,0,0,0,0,0,9.2,1.8,5.4,5.2,0.47522521666260875,0.0,0.0,21.599999999999998,0.0,0.0,7.0,7.0,1.0,6.0,2,1,-2.727998996354145,-0.4169988107789398,-0.1066027934957779,-0.15509823017541435,1.8177896297404552,0.0,0.0
0,0,0,0,0,0,0,0,3.0,7.2,2.6,9.6,0.47522521666260875,0.0,0.0,22.400000000000002,0.0,0.0,8.0,14.0,3.0,3.0,2,1,-2.7786517218073197,-0.5558631717414518,1.313709440730279,0.23220552006297382,1.799278356374562,0.0,0.0
0,0,0,0,0,0,0,0,7.4,6.4,3.6,5.2,0.47522521666260875,0.0,0.0,22.6,0.0,0.0,8.0,9.0,4.0,5.0,2,1,-2.6474427196316825,-0.4496705755235632,0.6671771235142367,0.23342160387962915,1.9527465975842038,0.0,0.0
0,0,0,0,0,0,0,0,6.6000000000000005,1.8,10.6,3.8,0.47522521666260875,0.0,0.0,22.8,0.0,0.0,3.0,11.0,1.0,10.0,2,1,-3.0680530607818857,-0.39181494660019994,0.1258795253692687,-0.24013433137209325,1.7514449457516938,0.0,0.0
0,0,0,0,0,0,0,0,6.4,2.6,3.2,13.0,0.47522521666260875,0.0,0.0,25.200000000000003,0.0,0.0,10.0,3.0,5.0,7.0,2,1,-2.988988745886923,-0.458175246430714,-0.15179005653346894,0.0707595415351064,1.7109336998278235,0.0,0.0
43,3,28,28,2,2,0,0,9.4,6.6000000000000005,2.4000000000000004,5.800000000000002,0.47522521666260875,0.0,0.0,24.200000000000003,73.0,33.0,8.0,9.0,3.0,6.0,2,1,-1.8249874602776874,8.152820384753591,1.9363705056466365,2.388593595747389,1.8657088502082195,1.1222174044991524,0.7607327460318964
0,14,3,8,15,16,8,1,2.4000000000000004,10.4,11.6,1.0,0.47522521666260875,0.0,0.0,25.4,26.0,39.0,8.0,1.0,0.0,11.0,2,1,-0.7794562744586098,6.256549911672209,3.7720899684546096,1.9997611794114236,1.5491968635924285,1.340507162899121,1.662249169918493
25,5,0,0,0,0,0,7,8.8,2.8000000000000003,2.8000000000000003,11.4,0.47522521666260875,0.0,0.0,25.8,25.0,12.0,16.0,2.0,2.0,8.0,2,1,-2.9644059726677785,2.525127715980617,-0.10182197715041029,0.9299416835141703,1.745369427167097,0.0,0.9798687566511527
47,6,6,21,15,0,19,0,2.0,9.0,7.4,3.8,0.47522521666260875,0.0,0.0,22.200000000000003,87.0,27.0,7.0,6.0,1.0,7.0,2,1,-1.006863527862666,7.158905500053852,1.0128383246680517,2.4793197441631913,1.80510895132841,1.6626051886908915,0.7642045065086203
2,59,13,0,0,0,11,0,11.0,4.0,6.2,1.6,0.47522521666260875,0.0,0.0,22.799999999999997,26.0,59.0,7.0,5.0,1.0,11.0,2,1,0.6132292877465545,8.96610525522495,3.318201335337608,11.873540301999716,1.7276844723788063,1.3096910973393818,0.0
56,13,0,20,0,0,0,0,8.0,7.2,7.0,1.6,0.47522521666260875,0.0,0.0,23.8,56.0,33.0,10.0,10.0,1.0,7.0,2,1,-1.8045888901256193,7.153088145555394,1.8176346237110608,5.098284231441394,1.8316301209508714,0.0,0.9672947789468944
0,0,44,3,0,0,3,4,0.2,14.2,5.4,3.0,0.47522521666260875,0.0,0.0,22.799999999999997,47.0,7.0,7.0,4.0,0.0,9.0,2,1,-2.323337774648986,3.3608815853271827,-0.0799031077895045,-0.8169111617877898,1.3625622336614622,0.3424637724817958,0.9852281360342514
0,2,47,0,0,0,0,0,2.8000000000000003,11.2,2.6,1.8,0.47522521666260875,0.0,0.0,18.4,47.0,2.0,2.0,4.0,1.0,9.0,2,1,-1.2783132784150715,2.12161555679473,-0.6019381923462379,0.00466990966817354,1.5762805876564987,0.0,0.0
0,0,1,0,0,0,20,0,5.6000000000000005,0.2,6.4,5.0,0.47522521666260875,0.0,0.0,17.2,21.0,0.0,7.0,7.0,0.0,7.0,2,1,-2.108798401841514,0.13257831026047848,-0.765541963785781,-0.8322571706587221,1.6506561202604582,0.2761954276479391,0.0
1,1,92,6,0,0,4,0,6.6000000000000005,2.6,9.6,1.4,0.47522521666260875,0.0,0.0,20.2,97.0,7.0,10.0,4.0,0.0,6.0,2,1,-2.480471631089292,4.904408985954641,-0.7660648108882825,-0.004567603876422304,1.6849401286559345,0.3301427395351155,0.5916727785823275
2,1,70,0,0,0,46,4,8.6,2.6,5.2,5.6000000000000005,0.47522521666260875,0.0,0.0,22.0,118.0,5.0,5.0,7.0,2.0,5.0,2,1,-1.7819153343602927,4.44861721362698,-0.4882029687748647,-1.708131051053591,1.8881554291855167,1.0764255818637882,0.7219280948873623
0,0,27,0,0,0,37,2,8.6,4.800000000000002,2.0,7.0,0.47522521666260875,0.0,0.0,22.400000000000002,64.0,2.0,5.0,8.0,2.0,7.0,2,1,-2.2637185641831636,2.1147966894410506,-0.21060881858697214,-1.4814287289211212,1.8420632165982704,0.9823166080205501,0.0
0,0,0,0,5,7,0,0,9.2,1.0,3.6,8.4,0.47522521666260875,0.0,0.0,22.2,5.0,7.0,3.0,7.0,1.0,11.0,2,1,-2.1818709135420935,0.5517091320213727,0.8025059150358086,-0.8023653142818185,1.684240440802998,0.0,0.0
0,0,0,0,0,0,0,0,9.0,0.8,10.2,3.0,0.47522521666260875,0.0,0.0,23.0,0.0,0.0,4.0,11.0,0.0,12.0,2,1,-3.4914742813321427,-0.22041901976228628,-0.11044537180214777,-0.37247234844471183,1.601747088252989,0.0,0.0
0,0,0,0,0,0,0,0,8.0,5.0,8.200000000000001,3.2,0.47522521666260875,0.0,0.0,24.400000000000002,0.0,0.0,8.0,7.0,4.0,5.0,2,1,-2.8759937386025896,-0.4781173341591703,0.5044963754375525,0.32860605250885705,1.9091540528972795,0.0,0.0
0,0,0,0,0,0,0,0,6.4,9.0,7.2,1.6,0.47522521666260875,0.0,0.0,24.200000000000003,0.0,0.0,11.0,9.0,1.0,9.0,2,1,-3.7300374924187447,0.09946742353272124,0.4230468281626424,0.16544242066120624,1.8176178704418788,0.0,0.0
0,0,10,4,0,0,0,0,4.800000000000002,5.6000000000000005,0.6000000000000001,6.6000000000000005,0.47522521666260875,0.0,0.0,17.6,10.0,4.0,6.0,7.0,0.0,4.0,2,1,-1.7036315367555475,0.7829156097961121,0.005887580364302687,-0.274245997525898,1.7336937632291942,0.0,0.0
0,0,0,0,0,0,0,0,0.4,2.6,5.0,12.6,0.47522521666260875,0.0,0.0,20.6,0.0,0.0,5.0,2.0,0.0,10.0,2,1,-2.278643753184389,-0.25237025438706673,-1.1339892869630959,-0.6025562683160941,1.416881534360917,0.0,0.0
0,0,5,0,0,0,0,0,3.4000000000000004,0.6000000000000001,7.2,8.4,0.47522521666260875,0.0,0.0,19.6,5.0,0.0,4.0,4.0,0.0,5.0,2,1,-1.876117106109668,-0.39648440216762443,-0.6889451614687306,-0.38917201206689117,1.6469916031759182,0.0,0.0
0,0,0,0,0,0,0,0,4.6000000000000005,1.6,9.0,9.6,0.47522521666260875,0.0,0.0,24.8,0.0,0.0,4.0,8.0,1.0,11.0,2,1,-3.3145566401952697,-0.3031634142718899,-0.2106683924021832,-0.36884536589076883,1.7666679687839546,0.0,0.0
0,0,10,1,0,0,0,0,6.2,4.4,10.8,0.8,0.47522521666260875,0.0,0.0,22.200000000000003,10.0,1.0,5.0,9.0,0.0,9.0,2,1,-2.9904694900929765,0.3866893319448434,-0.0026599851835495004,-0.15560121604263658,1.655213106450638,0.0,0.0
