model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.004987562112089,1.377061373843116,0.37509282807883626,1.3935549077639535,0.4264515032316634,1.5093297211518826,0.1959744563674868,1.151787035823224,0.005141529740323157
rf,1.07360351333936,1.4366372258551396,0.2670578203383519,1.4187195909113253,0.30385354064014486,1.5037107882191367,0.009459698071651887,1.1533832451808688,0.001142369262149012
ada,1.0930230082839822,1.4133211945563944,0.31419601488724014,1.4137315804644968,0.3736225127466558,1.603079126473858,0.02788330802847017,1.1911982862521007,0.0011027375323739105
gd,1.1156030610939616,1.224727676836022,0.20644474246498867,1.2084507759661116,0.2501451046497431,1.3071951474472874,0.13982830399632604,1.2242751134908751,0.0005521464459348455
xg,1.201738604586836,2.816081079375955,0.21670487444452427,2.84373242648561,0.2349707926644728,2.022485794774328,0.8167971361504623,2.622991169113272,0.033513472224527975
mlp,1.117055643082491,1.779605488089648,0.09898294069817316,1.6991698923969052,0.2136890069168356,1.9199129772619163,0.008446599180472527,1.4268370954469674,0.037658386667249896
svm,0.9723364504009958,1.4009929031410566,0.26495713789332737,1.4065375401494946,0.31238282199993245,1.4031552498439517,0.12181772424408022,1.1058662141566669,0.00421156344497261
vot,0.9723368634932438,1.3584790074700823,0.3164839436046797,1.3615019457670527,0.3607492846896748,1.461323778172796,0.08901551722280926,1.0927101668159882,0.0011354969177550921
