model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,4.319527198362259,5.786189022951821,7.100155587625908,5.689253809727755,8.522332184193695,6.416231125184397,5.718709367682997,4.649755070260761,0.1277327104911491
rf,4.578481800558558,5.765339562933889,6.539920864188733,5.765107314360247,7.2956756847712,6.007963948735073,2.6394388482399807,4.443640577940493,0.04371684135549911
ada,4.363112610866435,5.770346922563681,7.472911764944293,5.7241475865612035,8.290841412742317,6.406237529099536,2.5442478845166923,4.441071673293716,0.024134080369554247
gd,4.9958020215937715,5.431676523860817,6.972047149179501,5.421332751902946,7.781911404437622,5.58621292665212,6.218559268255358,5.188470653347727,0.0022345022552818393
xg,5.56395731680974,12.593671489362084,1.2950595229406172,12.938348780428548,1.3685841727986336,8.74555761225989,11.628846236468172,13.382422846864767,2.9827509772082688
mlp,4.346408023986475,6.309774008185437,2.5905143306586256,6.295728774623541,4.258665036141446,6.017470222682769,4.13974122147815,4.981002343106938,0.11481206159705337
svm,4.170151117850548,5.551587231583364,5.968419414484883,5.4982690032065795,6.843482428332228,5.605745489587532,4.475263904797623,4.329652411857062,0.0363473398173059
vot,4.183339315021801,5.561272591533855,7.045418400985665,5.511472160358351,8.045475913677224,5.847177597673479,5.040933425456333,4.295141016783534,0.03194433090408543
