model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,0.656075287302224,0.820258295140923,0.04196882510344394,0.7972191565459291,0.03582812388422597,0.8485382275846378,0.00013550918843623322,0.7920366237558941,0.001767631356509715
rf,0.6363980663028534,0.7870633159259218,0.038554494674255334,0.7724266627780079,0.03463914115557059,0.7894340226645554,0.00026948427014452124,0.7513910712888667,0.0028752894442705752
ada,0.6152534458693127,0.7793862888060586,0.04618464360513033,0.7705198462876917,0.0426907784894715,0.7719046283153437,0.0002638992299440109,0.7343649329501002,0.0017562490187181675
gd,0.7983577983882356,0.9547309371541091,0.04762582494277667,0.958070638710232,0.03701608304146311,0.8835929029304691,0.000475860074356944,0.8852003329786852,0.00030760155770286383
xg,0.6899756468725109,0.765372537609321,0.02926451479248254,0.7563087103815926,0.02892755472566659,0.9168457859980013,0.0024870962057641577,0.7444593352420775,0.003650082370299409
mlp,1.0879156599256996,1.156956136636074,0.07117855255964753,1.1158185040613708,0.03959985130902073,1.6686339459497137,0.8704498284413476,1.1352706718287315,0.2649857116190059
svm,0.6921453382724254,0.7714396943779512,0.03531280211564926,0.7734650333188694,0.027616202450033593,0.8350298817448115,0.0008477035350722493,0.7436889920773445,0.002100063395014455
vot,0.619128650593431,0.7677252341003805,0.04383444080837126,0.7542345564036596,0.03771489845687037,0.7871426579149873,4.069125991473602e-05,0.7298059254467727,0.0015585775030522763
