,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
49,0,0,0,0,1,0,0,0,10.2,2.0,1.0,3.2,15,3,0,4,68,0,3,2,3
50,0,0,0,0,45,4,0,0,7.6,3.4000000000000004,1.4,2.8000000000000003,7,4,1,3,43,0,2,0,0
51,0,0,0,0,30,8,0,0,11.4,1.6,0.6000000000000001,2.0,9,2,0,2,15,0,0,0,1
52,4,4,0,0,1,0,0,0,4.800000000000002,4.4,1.0,1.4,3,5,0,1,39,0,1,3,1
53,0,0,0,0,0,0,0,0,5.2,5.0,2.2,2.0,4,6,4,0,25,1,0,1,0
54,0,0,0,0,0,0,0,0,11.0,1.6,1.4,2.0,10,2,1,2,53,1,3,1,0
55,0,0,0,0,0,0,0,0,9.0,0.2,0.8,1.8,4,0,1,2,46,1,1,2,0
56,0,0,0,0,0,0,0,0,8.4,2.6,1.8,1.0,8,2,2,1,24,1,2,0,0
57,0,0,0,0,0,0,0,0,7.4,2.4000000000000004,0.2,1.6,6,3,0,1,57,1,3,1,0
58,0,0,0,0,0,0,0,0,5.8000000000000025,1.8,0.0,3.8,5,4,0,5,24,1,0,0,0
59,0,0,0,0,0,0,0,0,7.2,1.2000000000000002,0.8,1.6,6,2,0,1,43,2,1,1,2
60,0,0,0,0,0,0,0,0,4.2,0.8,1.0,3.0,4,1,1,4,15,0,0,0,1
61,0,0,0,0,0,0,0,0,1.4,0.2,0.0,1.6,2,0,0,2,48,1,4,1,0
62,0,0,0,0,0,0,0,0,6.2,6.8000000000000025,2.2,4.800000000000002,10,5,2,7,10,0,0,0,1
63,0,0,0,0,0,0,0,0,7.8000000000000025,10.4,3.2,3.8,12,9,3,3,10,0,0,0,0
64,0,0,0,0,0,0,0,0,7.0,12.2,2.4000000000000004,5.0,10,10,1,7,1,0,0,0,0
65,0,0,0,0,0,0,0,0,4.4,13.8,1.6,6.0,7,12,0,4,2,0,0,0,0
66,0,0,0,0,0,0,0,0,10.8,8.4,2.8000000000000003,1.4,13,9,2,1,9,0,0,0,0
67,0,0,0,0,0,0,0,0,5.4,9.2,1.8,5.2,7,7,1,6,8,0,0,0,0
68,0,0,0,0,0,0,0,0,7.2,9.6,2.6,3.0,8,14,3,3,10,0,0,0,0
69,0,0,0,0,0,0,0,0,6.4,7.4,3.6,5.2,8,9,4,5,3,0,0,0,0
70,0,0,0,0,0,0,0,0,3.8,10.6,1.8,6.6000000000000005,3,11,1,10,7,0,0,0,0
71,0,0,0,0,0,0,0,0,13.0,3.2,2.6,6.4,10,3,5,7,13,0,0,0,0
72,43,3,28,28,2,2,0,0,9.4,5.8000000000000025,2.4000000000000004,6.6000000000000005,8,9,3,6,5,0,0,0,1
73,0,14,3,8,15,16,8,1,11.6,2.4000000000000004,1.0,10.4,8,1,0,11,15,0,0,0,0
74,25,5,0,0,0,0,0,7,11.4,2.8000000000000003,2.8000000000000003,8.8,16,2,2,8,14,0,0,0,1
75,47,6,6,21,15,0,19,0,9.0,3.8,2.0,7.4,7,6,1,7,21,0,0,2,0
76,2,59,13,0,0,0,11,0,6.2,4.0,1.6,11.0,7,5,1,11,15,0,0,0,0
77,56,13,0,20,0,0,0,0,7.2,8.0,1.6,7.0,10,10,1,7,19,1,0,2,0
78,0,0,44,3,0,0,3,4,5.4,3.0,0.2,14.2,7,4,0,9,10,0,0,0,0
79,0,2,47,0,0,0,0,0,2.6,2.8000000000000003,1.8,11.2,2,4,1,9,8,0,0,0,0
80,0,0,1,0,0,0,20,0,6.4,5.6000000000000005,0.2,5.0,7,7,0,7,10,0,0,0,0
81,1,1,92,6,0,0,4,0,9.6,2.6,1.4,6.6000000000000005,10,4,0,6,3,0,0,0,0
82,2,1,70,0,0,0,46,4,5.6000000000000005,8.6,2.6,5.2,5,7,2,5,13,0,0,0,0
83,0,0,27,0,0,0,37,2,4.800000000000002,8.6,2.0,7.0,5,8,2,7,18,0,0,0,0
84,0,0,0,0,5,7,0,0,3.6,9.2,1.0,8.4,3,7,1,11,13,0,0,1,0
85,0,0,0,0,0,0,0,0,3.0,9.0,0.8,10.2,4,11,0,12,14,0,0,0,0
86,0,0,0,0,0,0,0,0,8.0,8.200000000000001,3.2,5.0,8,7,4,5,3,0,0,0,0
87,0,0,0,0,0,0,0,0,9.0,7.2,1.6,6.4,11,9,1,9,8,0,0,0,1
88,0,0,10,4,0,0,0,0,5.6000000000000005,6.6000000000000005,0.6000000000000001,4.800000000000002,6,7,0,4,7,0,0,0,0
89,0,0,0,0,0,0,0,0,5.0,2.6,0.4,12.6,5,2,0,10,1,0,0,0,0
90,0,0,5,0,0,0,0,0,3.4000000000000004,7.2,0.6000000000000001,8.4,4,4,0,5,6,0,0,0,1
91,0,0,0,0,0,0,0,0,4.6000000000000005,9.0,1.6,9.6,4,8,1,11,3,0,0,0,0
92,0,0,10,1,0,0,0,0,4.4,6.2,0.8,10.8,5,9,0,9,5,0,0,0,0
93,0,0,71,2,0,0,10,0,2.4000000000000004,2.2,0.2,14.8,1,3,0,6,5,0,0,0,0
94,17,0,0,0,0,0,0,0,4.800000000000002,6.2,2.4000000000000004,9.2,5,7,2,9,6,0,0,0,0
95,32,0,32,0,0,0,0,0,4.2,11.6,2.0,3.0,7,9,1,2,4,0,0,0,0
96,14,0,0,0,0,0,0,0,7.4,8.200000000000001,3.0,3.0,11,9,4,2,13,0,0,0,2
97,0,0,0,0,0,0,0,0,8.6,4.6000000000000005,2.0,6.6000000000000005,7,6,2,9,24,0,1,0,0
98,0,0,0,0,0,0,0,0,5.4,10.0,1.0,6.0,6,12,1,7,4,0,0,0,0
99,0,0,19,1,0,0,23,4,3.4000000000000004,3.0,1.6,11.6,3,5,2,10,3,0,0,0,0
100,0,0,0,9,0,0,0,0,4.0,4.6000000000000005,1.2000000000000002,11.4,4,5,2,9,1,0,0,0,0
101,2,0,0,0,0,0,0,0,2.4000000000000004,4.6000000000000005,2.2,6.8000000000000025,4,6,1,7,15,0,0,0,1
102,0,0,0,0,0,0,0,0,2.0,5.6000000000000005,0.4,10.6,1,6,0,8,3,0,0,0,0
103,0,0,0,0,0,0,0,0,2.8000000000000003,5.2,1.2000000000000002,7.6,5,8,1,6,12,1,0,3,0
104,0,0,0,0,0,0,0,0,2.8000000000000003,8.0,2.4000000000000004,6.8000000000000025,2,9,1,6,5,0,0,0,0
105,0,0,0,0,0,0,0,0,1.6,6.0,2.0,7.2,2,7,3,3,6,0,0,1,0
106,0,0,0,0,0,0,0,0,1.8,13.0,0.4,5.6000000000000005,2,9,0,4,9,0,0,1,0
107,0,0,0,0,0,0,0,0,3.2,9.4,2.0,5.0,4,7,2,6,1,0,0,0,0
108,0,0,0,0,0,0,0,0,2.6,4.6000000000000005,1.2000000000000002,3.2,5,3,1,3,5,0,0,0,0
109,0,0,0,0,0,0,0,0,1.6,3.8,0.6000000000000001,11.6,2,5,1,8,23,0,0,1,0
110,0,0,0,0,0,0,0,0,1.6,6.4,0.8,8.8,2,5,0,6,9,0,0,0,0
111,0,0,0,0,0,0,0,0,0.8,10.8,2.0,5.8000000000000025,0,11,1,7,23,1,0,2,0
112,0,0,0,0,0,0,0,0,1.2000000000000002,11.2,0.4,2.6,1,6,0,3,5,0,0,2,0
113,0,0,0,0,0,0,0,0,1.4,5.6000000000000005,1.0,8.6,2,6,0,4,1,0,0,0,0
114,0,0,0,0,0,0,0,0,2.4000000000000004,3.0,0.0,12.4,2,2,0,9,18,0,0,0,0
115,0,0,0,0,0,0,0,0,4.2,8.200000000000001,0.6000000000000001,2.8000000000000003,4,8,0,4,12,0,0,1,0
116,0,0,0,0,0,0,0,0,9.2,4.0,2.2,2.6,12,6,2,3,11,0,0,0,1
117,0,0,0,0,0,0,0,0,3.6,7.6,1.2000000000000002,6.6000000000000005,5,9,1,7,2,0,0,0,0
118,0,0,0,0,0,0,0,0,5.4,7.0,0.4,5.4,4,7,0,5,9,0,0,0,0
119,0,0,0,0,0,0,0,0,7.4,3.8,0.6000000000000001,4.6000000000000005,6,7,1,6,3,0,0,0,0
120,0,0,0,0,0,0,0,0,2.8000000000000003,11.6,0.6000000000000001,3.0,4,5,1,4,6,0,0,0,0
121,0,0,0,0,0,0,0,0,11.8,3.6,2.8000000000000003,0.0,7,5,3,2,12,0,0,0,0
122,0,0,38,0,22,1,0,0,4.2,4.6000000000000005,4.800000000000002,0.0,6,5,5,1,51,0,3,1,0
123,0,0,0,0,32,0,0,0,5.4,6.2,2.2,0.0,7,4,1,1,2,0,0,0,0
124,0,0,0,0,12,0,0,0,4.6000000000000005,5.2,1.0,0.0,7,5,1,1,51,2,0,3,0
125,2,1,0,0,0,0,0,0,3.6,12.2,1.2000000000000002,0.0,3,13,1,1,23,1,0,0,0
126,0,0,45,1,0,0,0,0,7.8000000000000025,7.6,1.2000000000000002,0.0,8,6,1,0,29,1,0,0,0
127,0,0,0,0,0,0,0,0,9.0,6.0,3.0,0.0,11,5,3,0,32,1,0,0,0
128,0,0,0,0,34,1,0,0,4.800000000000002,10.0,4.4,0.0,4,6,6,0,34,1,0,1,3
129,1,0,0,0,0,0,0,0,4.800000000000002,11.8,2.4000000000000004,0.0,8,10,2,0,16,0,1,0,0
130,37,2,0,0,0,0,0,0,4.0,12.0,2.8000000000000003,0.0,4,12,2,0,41,0,0,1,0
131,18,2,0,0,0,0,0,0,7.0,7.6,2.6,0.0,10,8,2,0,12,0,0,0,0
132,25,8,0,0,0,0,0,0,6.2,6.2,4.800000000000002,0.0,5,6,5,0,25,0,0,0,0
133,0,0,0,0,0,0,0,0,10.8,4.800000000000002,3.8,0.0,12,5,4,0,20,1,0,2,0
134,17,1,0,0,0,0,0,0,2.4000000000000004,7.0,2.4000000000000004,0.0,4,4,3,0,34,1,2,0,0
135,0,0,0,0,0,0,0,0,9.4,6.4,5.2,0.0,5,7,7,1,78,0,0,2,2
136,19,0,0,0,14,0,0,0,8.0,10.2,4.6000000000000005,0.0,5,10,5,0,25,0,0,0,0
137,0,0,0,0,1,1,0,0,8.6,5.8000000000000025,2.2,0.0,7,6,3,0,42,0,0,0,2
138,0,0,0,0,0,8,0,0,3.6,3.4000000000000004,1.2000000000000002,0.0,4,4,1,2,18,0,0,0,1
139,0,0,0,0,0,0,0,0,3.0,10.8,0.8,0.0,2,12,0,2,20,0,0,0,1
140,0,0,0,0,0,0,0,0,13.0,6.8000000000000025,2.6,0.0,13,5,3,0,46,0,0,0,2
141,0,0,0,0,0,0,0,0,5.8000000000000025,6.4,3.4000000000000004,0.0,7,7,2,0,38,1,0,1,2
142,0,0,0,0,25,0,0,0,1.8,10.2,1.2000000000000002,0.0,2,2,2,0,31,1,0,0,0
143,0,0,0,0,26,0,0,0,5.4,9.0,2.2,0.0,2,10,2,0,29,0,0,1,0
144,0,0,0,0,0,0,0,0,1.0,5.8000000000000025,0.4,0.0,0,8,0,0,34,1,0,0,2
145,6,5,0,0,0,0,0,0,4.2,6.0,1.4,0.0,8,8,1,0,15,0,0,0,0
146,0,0,0,0,0,0,0,0,5.4,4.4,0.8,0.0,7,4,0,1,40,1,2,3,0
147,0,0,0,0,0,0,0,0,2.2,4.4,0.4,0.0,3,4,0,1,37,0,0,0,1
148,0,0,0,0,10,0,0,0,5.0,4.4,1.2000000000000002,0.0,5,4,1,0,31,0,2,0,0
149,19,8,0,0,33,0,0,0,4.2,4.6000000000000005,1.6,0.0,5,6,2,1,25,1,0,0,1
150,54,0,0,0,11,0,0,0,1.2000000000000002,1.2000000000000002,0.0,0.0,1,2,0,1,13,0,0,0,0
151,0,0,0,0,64,0,0,0,5.2,2.0,4.2,0.0,3,2,3,0,1,0,0,0,0
152,0,0,0,0,2,0,0,0,4.4,4.2,3.6,0.0,6,4,5,0,26,0,2,1,1
153,4,0,0,0,0,0,0,0,4.0,4.6000000000000005,4.6000000000000005,0.0,6,6,5,0,19,0,0,0,0
154,72,16,0,0,26,0,0,0,3.2,2.6,1.0,0.0,2,3,0,0,17,0,0,0,0
155,0,0,10,10,23,1,0,0,4.2,4.800000000000002,0.4,0.0,5,1,0,1,29,0,2,0,0
156,0,0,0,0,11,0,0,0,2.2,4.2,2.6,0.0,1,7,3,0,35,0,0,0,0
157,0,0,0,0,44,2,0,0,2.2,1.0,2.0,0.0,4,0,2,2,45,0,0,0,2
158,0,0,0,0,32,0,0,0,1.8,0.0,1.4,0.0,2,0,2,1,1,0,0,0,0
159,0,0,0,0,0,0,0,0,5.4,1.2000000000000002,1.6,0.0,7,1,1,0,11,0,0,1,0
160,33,0,0,0,0,0,0,0,1.0,1.2000000000000002,0.4,0.0,2,2,1,0,37,1,0,1,0
161,19,3,0,0,6,0,0,0,5.0,2.6,0.8,0.0,5,4,1,0,8,0,1,0,0
162,0,0,0,0,65,0,0,0,5.0,1.0,1.2000000000000002,0.0,5,1,2,0,21,0,1,0,0
163,0,0,0,0,9,0,0,0,6.2,3.4000000000000004,3.0,0.0,9,6,3,0,13,0,0,1,0
164,0,0,0,0,5,0,0,0,2.6,4.2,2.6,0.0,3,5,3,0,44,1,0,2,2
165,0,0,0,0,0,0,0,0,2.0,6.0,0.8,0.0,3,6,1,2,45,1,0,0,1
166,4,0,0,0,26,1,0,0,7.4,2.6,2.4000000000000004,0.0,5,2,2,0,47,1,1,0,1
167,35,14,0,0,78,9,0,0,3.0,4.0,0.2,0.0,1,3,0,0,20,0,0,0,0
168,25,3,1,1,41,8,0,0,2.8000000000000003,2.0,2.8000000000000003,0.0,2,2,4,0,18,0,1,0,0
169,0,0,0,0,94,5,0,0,3.2,2.4000000000000004,2.4000000000000004,0.0,3,1,4,1,33,0,0,0,0
170,29,0,0,0,18,3,0,0,3.4000000000000004,3.8,2.0,0.0,5,4,4,0,1,0,0,0,0
171,0,0,0,0,2,0,0,0,5.0,2.4000000000000004,1.8,0.0,4,3,1,0,16,1,0,0,0
172,0,0,0,0,0,0,0,0,3.8,2.0,1.8,0.0,4,1,2,0,45,1,5,0,0
173,0,0,0,0,0,0,0,0,0.4,5.0,3.6,0.0,1,5,6,0,16,0,0,0,0
174,0,0,0,0,0,0,0,0,1.8,4.800000000000002,2.8000000000000003,0.0,3,6,3,0,10,0,0,0,0
175,8,4,0,0,0,0,0,0,1.8,4.800000000000002,2.0,0.0,3,7,2,0,11,0,0,0,0
176,0,0,0,0,0,0,0,0,6.2,2.2,3.2,0.0,8,3,3,1,8,0,0,0,0
177,0,0,0,0,2,59,0,0,2.2,1.6,1.4,0.0,2,3,1,0,19,0,0,0,0
178,0,1,0,0,20,14,0,0,4.0,3.4000000000000004,4.0,0.0,5,3,6,0,30,0,2,0,0
179,2,2,0,0,0,0,0,0,6.8000000000000025,3.8,1.4,0.0,4,6,2,0,38,0,2,0,0
180,0,0,0,0,0,0,0,0,3.4000000000000004,5.0,2.4000000000000004,0.0,4,5,2,0,29,0,0,0,1
181,0,0,0,0,29,0,0,0,5.0,4.6000000000000005,3.0,0.0,6,4,5,0,9,0,0,0,0
182,0,0,0,0,23,1,0,0,2.4000000000000004,3.0,2.8000000000000003,0.0,2,5,3,0,5,0,0,0,0
183,0,0,0,0,0,1,0,0,4.800000000000002,1.0,1.4,0.0,5,0,1,2,10,0,0,0,0
184,0,0,0,0,10,5,0,0,2.8000000000000003,2.6,2.2,0.0,3,2,2,1,21,0,0,0,0
185,25,5,0,0,0,0,0,0,2.0,8.200000000000001,0.2,0.0,2,6,0,2,11,1,0,0,0
186,6,0,0,0,0,0,11,9,3.2,4.2,3.4000000000000004,0.0,2,4,3,3,21,1,0,0,2
187,6,12,0,0,4,4,0,0,3.4000000000000004,7.2,3.6,0.0,2,8,5,5,5,0,0,0,0
188,0,0,0,0,5,5,0,0,5.0,6.8000000000000025,3.6,0.0,8,8,4,9,33,1,1,1,2
189,0,0,0,0,0,0,6,0,4.0,1.8,4.2,0.0,6,2,2,8,29,0,0,0,0
190,61,1,0,0,0,0,0,0,4.2,0.8,4.800000000000002,0.0,4,1,4,4,31,0,0,0,0
191,6,0,0,0,3,0,1,0,3.4000000000000004,2.2,4.0,0.0,3,2,4,5,9,0,0,2,0
192,0,0,0,0,0,0,71,3,4.800000000000002,4.4,3.2,0.0,6,4,4,2,23,1,0,0,0
193,0,0,0,0,0,0,7,0,5.6000000000000005,10.2,2.2,0.0,6,13,2,5,38,0,0,1,1
194,0,0,0,0,0,0,0,0,3.6,7.6,1.2000000000000002,0.0,3,7,0,6,6,1,0,0,0
195,0,0,0,0,0,0,0,0,3.4000000000000004,8.200000000000001,3.2,0.0,3,8,2,8,46,0,0,0,1
196,0,0,0,0,3,0,0,0,4.6000000000000005,4.0,2.4000000000000004,0.0,4,5,2,6,14,0,0,1,1
197,0,0,0,0,0,0,0,0,5.0,1.2000000000000002,5.6000000000000005,0.0,7,2,6,3,22,1,0,0,2
198,0,0,0,0,0,0,0,0,4.800000000000002,1.2000000000000002,5.0,0.0,6,1,7,2,60,1,1,0,3
199,0,0,0,0,0,0,67,2,1.6,0.4,3.4000000000000004,0.0,1,0,5,8,11,0,0,0,0
200,5,0,0,0,0,0,1,0,1.2000000000000002,1.6,1.6,0.0,0,2,2,0,12,0,1,0,0
201,21,0,0,0,0,0,0,0,4.4,3.4000000000000004,5.2,0.0,4,3,7,4,8,0,0,0,0
202,52,2,0,0,0,0,0,0,3.4000000000000004,1.6,3.4000000000000004,0.0,3,1,3,2,9,0,0,1,0
203,51,2,0,0,4,0,0,0,1.0,1.8,3.2,0.0,0,3,4,8,10,0,0,0,0
204,0,0,0,0,0,0,0,0,3.6,3.8,3.0,0.0,4,5,1,7,23,0,0,1,0
205,0,0,0,0,0,0,0,0,6.0,10.4,3.6,0.0,9,10,4,0,43,1,0,1,1
206,0,0,0,0,21,18,4,0,5.8000000000000025,3.2,6.2,0.0,5,4,8,5,18,0,0,0,0
207,0,0,0,0,57,3,0,0,3.0,3.6,2.8000000000000003,0.0,4,6,3,2,19,0,0,1,1
208,0,0,0,0,0,0,0,0,6.4,0.4,4.6000000000000005,0.0,8,0,5,2,10,0,0,0,0
209,0,0,0,0,0,0,0,0,1.4,0.2,4.2,0.0,2,0,5,5,17,0,0,0,0
210,0,0,0,0,0,0,0,0,2.8000000000000003,6.4,3.2,0.0,3,7,2,4,17,0,0,0,0
211,0,0,0,0,0,0,0,0,0.6000000000000001,0.2,2.2,0.0,1,0,3,6,50,0,0,0,2
212,0,0,0,0,0,0,0,0,0.8,0.8,2.6,0.0,0,1,2,8,31,0,0,1,0
213,0,0,0,0,3,0,0,0,2.6,0.2,2.0,0.0,4,0,3,6,36,0,0,1,0
214,0,0,0,0,0,0,0,0,2.6,1.8,3.0,0.0,3,1,5,1,40,0,0,1,0
215,18,2,0,0,0,0,0,0,1.6,0.4,2.4000000000000004,0.0,2,0,1,10,40,0,1,0,1
216,81,23,0,0,0,0,0,0,1.2000000000000002,0.8,2.2,0.0,1,0,2,5,35,0,0,0,0
217,44,0,0,0,0,0,0,0,1.4,2.8000000000000003,2.0,0.0,1,3,1,5,4,0,0,0,0
218,0,0,0,0,0,0,16,11,2.0,2.0,2.4000000000000004,0.0,2,4,1,7,1,0,0,0,0
219,0,0,0,0,0,0,0,0,1.8,2.6,3.2,0.0,2,4,2,5,30,0,0,1,1
220,0,0,0,0,0,0,0,0,1.6,0.6000000000000001,3.4000000000000004,0.0,2,0,2,6,42,0,0,0,2
221,9,8,0,0,0,0,10,6,1.4,0.2,3.8,0.0,1,0,4,9,22,0,0,0,1
222,0,0,0,0,0,0,20,0,3.6,0.6000000000000001,3.6,0.0,6,1,3,4,9,0,0,0,0
223,0,0,0,0,0,0,51,3,3.0,0.2,4.0,0.0,2,0,6,8,47,0,1,0,2
224,14,2,0,0,0,0,14,9,2.6,1.0,2.0,0.0,2,1,3,1,14,0,0,0,0
225,0,0,0,0,0,0,0,0,3.4000000000000004,0.4,2.6,0.0,4,0,3,5,22,1,1,0,0
226,0,0,0,0,0,0,0,0,2.8000000000000003,1.0,3.8,0.0,4,1,5,9,8,0,0,0,0
227,0,7,0,0,0,0,0,0,3.2,1.0,3.0,0.0,4,0,4,3,36,1,1,1,1
228,0,0,0,0,0,0,0,0,2.6,0.6000000000000001,4.4,0.0,3,0,3,6,25,0,0,1,0
229,0,0,0,0,0,0,0,0,1.4,0.2,2.0,0.0,1,0,2,6,28,0,1,0,0
230,0,0,0,0,0,0,0,0,1.6,1.2000000000000002,4.6000000000000005,0.0,2,1,7,6,30,2,1,0,0
231,0,0,0,0,0,0,0,0,4.4,0.6000000000000001,4.0,0.0,4,1,5,4,15,1,0,1,0
232,52,2,0,0,0,0,0,0,3.4000000000000004,0.2,2.0,0.0,5,0,1,1,28,1,0,0,1
233,45,5,0,0,0,0,0,0,0.6000000000000001,1.8,1.6,0.0,0,1,3,2,3,0,0,0,0
234,5,0,0,0,0,0,2,1,1.4,0.0,1.0,0.0,2,0,1,1,14,0,0,0,0
235,41,1,0,0,0,0,0,0,3.0,1.2000000000000002,4.800000000000002,0.0,5,1,6,1,26,1,1,0,0
236,28,0,0,0,0,0,0,0,2.0,0.8,0.8,0.0,3,1,1,1,4,0,1,0,0
237,0,0,0,0,0,0,1,1,3.0,0.0,3.0,0.0,5,0,3,1,11,0,1,1,0
238,0,0,0,0,0,0,0,0,5.2,1.0,3.8,0.0,8,1,4,4,71,0,2,1,3
239,0,0,0,0,0,0,0,0,5.4,1.2000000000000002,3.0,0.0,5,1,4,0,64,1,1,0,1
240,0,0,0,0,0,0,0,0,1.2000000000000002,0.2,1.0,0.0,2,0,1,0,1,0,0,0,0
241,0,0,0,0,0,0,0,0,1.0,1.0,3.2,0.0,0,1,4,8,10,0,0,0,0
242,0,0,0,0,0,0,0,0,1.8,0.4,2.2,0.0,2,0,3,4,13,0,0,0,0
243,0,0,0,0,0,0,0,0,2.2,1.0,2.2,0.0,2,0,4,2,8,0,0,0,0
244,26,1,0,0,0,0,0,0,1.2000000000000002,2.2,3.2,0.0,1,3,5,1,51,0,1,0,1
245,7,6,0,0,0,0,0,0,3.8,1.8,1.8,0.0,5,2,2,2,4,0,0,0,0
