,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
246,0,0,0,0,0,0,0,0,3.2,2.6,3.6,0.0,3,4,4,2,26,0,0,0,1
247,0,0,0,0,0,0,0,0,3.6,0.6000000000000001,3.2,0.0,5,0,3,2,53,1,0,3,0
248,0,0,0,0,0,0,0,0,3.6,2.8000000000000003,4.800000000000002,0.0,3,1,3,2,46,1,0,2,0
249,0,0,0,0,0,0,0,19,3.2,3.0,3.8,0.0,5,3,3,3,27,1,1,1,1
250,0,0,0,0,0,0,93,10,3.2,3.4000000000000004,3.4000000000000004,0.0,2,4,2,1,21,0,1,3,0
251,0,0,0,0,38,4,0,0,3.0,7.4,1.6,2.8000000000000003,2,9,0,5,28,1,1,0,1
252,0,0,0,0,15,1,0,0,6.0,11.6,1.8,0.2,6,12,1,0,42,3,2,0,1
253,0,0,0,0,0,0,0,0,6.0,12.8,3.0,1.6,4,15,2,2,4,0,0,0,0
254,0,0,0,0,50,1,0,0,2.8000000000000003,7.4,0.2,1.4,1,10,0,2,17,0,0,0,0
255,0,0,0,0,0,0,0,0,6.0,10.8,0.6000000000000001,0.8,5,17,1,0,6,0,0,0,0
256,0,0,0,0,31,2,0,0,5.8000000000000025,9.0,1.2000000000000002,1.0,5,11,2,1,46,1,1,1,0
257,0,0,0,0,6,3,0,0,4.800000000000002,14.6,0.0,0.4,3,15,0,0,46,0,0,2,3
258,1,0,0,0,0,1,0,0,6.0,9.2,2.6,0.6000000000000001,7,11,4,0,26,0,0,2,0
259,0,0,0,0,0,0,0,0,5.8000000000000025,9.4,0.4,0.4,8,12,0,0,101,2,0,3,1
260,0,0,0,0,0,0,0,0,5.6000000000000005,12.4,1.4,1.4,6,14,2,1,1,0,0,0,0
261,0,0,0,0,19,19,0,0,4.0,4.0,3.2,3.6,4,2,3,5,18,0,0,1,0
262,0,0,0,0,50,20,7,1,5.8000000000000025,9.4,2.2,0.6000000000000001,8,14,2,0,4,0,0,0,0
263,0,26,0,0,39,3,2,0,4.4,10.2,1.4,0.8,3,14,1,0,6,0,0,0,0
264,0,0,0,0,0,0,0,0,7.6,7.6,3.8,1.6,7,9,4,0,28,1,1,0,0
265,0,0,0,0,0,0,0,0,8.200000000000001,6.4,4.0,0.6000000000000001,9,8,5,0,28,1,0,0,0
266,0,0,0,0,0,0,0,0,6.4,11.0,1.6,2.8000000000000003,7,9,1,4,39,0,0,1,1
267,0,0,0,0,1,0,0,0,6.6000000000000005,11.6,2.6,0.6000000000000001,7,14,3,1,1,0,0,0,0
268,0,0,0,0,0,0,0,0,5.0,9.4,1.6,1.0,6,8,3,1,1,0,0,0,0
269,0,0,0,0,0,0,0,0,3.2,14.2,1.6,0.8,0,16,2,1,105,1,2,0,3
270,0,0,0,0,0,0,0,0,4.4,11.6,1.0,2.8000000000000003,3,15,0,4,1,0,0,0,0
271,0,0,0,0,59,4,0,0,5.8000000000000025,5.2,2.8000000000000003,2.2,8,4,1,3,20,1,0,0,0
272,0,0,0,0,0,0,0,0,4.800000000000002,6.8000000000000025,4.4,3.8,3,9,2,4,38,1,0,2,1
273,0,0,0,0,0,0,0,0,8.0,14.0,2.0,0.6000000000000001,10,14,1,1,43,1,0,6,0
274,0,0,0,0,0,0,20,1,7.4,7.4,2.8000000000000003,2.2,11,9,4,1,82,1,1,3,0
275,0,0,0,0,18,1,29,0,2.8000000000000003,8.4,1.6,0.8,3,9,2,0,22,1,0,0,2
276,0,0,0,0,78,8,12,1,1.8,3.8,1.4,1.8,2,3,2,2,7,0,0,0,0
277,0,0,0,0,14,5,10,0,4.0,5.8000000000000025,1.2000000000000002,0.2,3,6,1,0,33,0,0,1,0
278,0,0,0,0,30,0,41,6,1.8,4.800000000000002,0.2,0.2,2,5,0,0,7,0,0,0,0
279,0,0,0,0,0,0,0,0,6.4,10.2,1.4,0.4,8,11,1,0,56,0,0,0,1
280,0,0,0,0,22,11,0,0,5.6000000000000005,6.4,0.4,0.8,8,8,0,1,28,0,0,0,0
281,0,0,0,0,102,2,0,0,1.2000000000000002,1.2000000000000002,0.6000000000000001,0.2,1,1,0,0,3,0,0,0,0
282,0,0,0,0,13,1,10,18,7.0,5.8000000000000025,3.4000000000000004,0.6000000000000001,8,8,2,0,26,1,1,0,0
283,0,0,0,0,0,0,0,0,6.0,10.0,2.6,0.4,4,13,2,0,52,0,0,2,0
284,0,0,0,0,0,0,1,0,6.2,10.6,1.8,0.4,6,9,2,0,100,1,2,3,5
285,0,0,0,0,24,18,0,0,4.800000000000002,5.6000000000000005,2.0,1.0,6,8,1,0,1,0,0,0,0
286,0,0,0,0,49,5,5,6,3.0,1.6,2.4000000000000004,1.2000000000000002,3,3,2,0,13,0,0,0,0
287,0,0,0,0,0,0,0,0,6.8000000000000025,11.8,1.8,1.0,8,13,1,1,32,0,0,2,0
288,0,0,0,0,0,0,0,0,6.6000000000000005,15.2,1.8,1.0,8,18,2,1,93,1,0,3,3
289,0,0,0,0,8,3,0,0,5.0,10.2,1.0,2.6,4,13,1,3,25,3,0,0,1
290,0,0,0,0,0,0,0,0,4.6000000000000005,10.8,1.8,2.4000000000000004,6,13,0,4,13,0,0,0,0
291,0,0,0,0,0,0,0,0,8.0,12.6,1.4,0.8,7,16,1,0,51,0,2,1,0
292,0,0,0,0,25,0,0,0,4.4,3.6,2.6,1.0,4,6,4,0,13,1,0,0,1
293,0,0,0,0,20,8,0,0,4.2,7.0,1.0,0.8,4,9,0,0,3,0,0,0,0
294,0,0,0,0,63,8,0,0,2.4000000000000004,5.8000000000000025,0.8,0.4,3,7,0,0,15,0,0,0,0
295,0,0,0,0,66,14,0,0,3.0,5.2,1.2000000000000002,0.8,2,5,1,1,19,0,0,0,0
296,0,0,0,0,31,19,0,0,3.6,9.0,1.4,1.6,5,10,1,1,37,0,0,0,1
297,0,0,0,0,3,2,0,0,1.8,5.6000000000000005,0.6000000000000001,0.4,1,8,0,1,12,1,0,1,0
298,0,0,0,0,0,0,0,0,2.4000000000000004,3.2,2.0,0.8,3,4,2,0,12,0,0,0,1
299,0,0,0,0,64,4,0,0,2.2,0.8,2.8000000000000003,0.2,3,1,4,0,3,0,0,0,0
300,0,0,0,0,26,4,0,0,0.6000000000000001,2.2,1.2000000000000002,1.0,0,2,2,0,4,0,0,0,0
301,1,0,0,0,1,1,0,0,0.4,1.6,0.6000000000000001,0.6000000000000001,0,3,1,0,8,0,0,0,1
302,0,0,0,0,3,3,0,0,2.2,4.0,0.2,0.2,2,3,0,0,1,0,0,0,0
303,0,0,0,0,0,0,0,0,3.4000000000000004,5.0,0.8,0.4,5,6,0,0,40,1,4,1,0
304,0,0,0,0,0,0,0,0,6.0,8.8,0.4,2.4000000000000004,7,9,0,3,61,0,0,2,0
305,0,0,0,0,0,0,0,0,5.8000000000000025,13.8,1.4,1.2000000000000002,8,12,1,1,30,1,2,0,1
