model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,0.6849309708157522,0.831402924397791,0.04077902847672991,0.8100539916674354,0.03176573969766005,0.8490827625386288,0.000865193649628016,0.7970335519976735,0.002992229394524764
rf,0.6446076961302982,0.7894819516807114,0.03459665890945715,0.7756138340433488,0.03236139521570545,0.8374921779366458,0.00010167183071658349,0.7752428012573984,0.00048098998189260105
ada,0.6403537992615068,0.7611348414475643,0.037908208706224425,0.757412541134887,0.034345226652425925,0.8054464116881745,0.0008636791240061949,0.7551498765153304,0.000516551989458215
gd,0.8037764352794428,0.9401088905208367,0.046885464070877285,0.9452760018146372,0.03659339358812872,0.9078482379175237,0.0010146941898317335,0.8900582257616259,0.00017569601379747516
xg,0.6479010210933566,0.8327440453911745,0.04475783293932787,0.8313705797825856,0.0393036609151573,0.9773974876062361,0.004353334086872086,0.763763200355338,0.00046604648040314995
mlp,0.9583939707151946,1.1832717818927652,0.2276688233417754,1.1843416167258904,0.12037603343640321,1.4905026448056937,0.4065060724223704,1.0871682517409016,0.05331059603969843
svm,0.6563620811763001,0.8601459906903995,0.053601926072945796,0.8538935494296986,0.044402067964697145,0.8522885416158122,0.00043458682624985607,0.7744361808741043,0.0009153010134868475
vot,0.6344983978310615,0.7922264509010011,0.043134020015956266,0.7829770093218971,0.0365985145284211,0.8169517037749974,0.0006066515721316382,0.7570330919102749,0.0005531865084122936
