timestamp,u1_add,u1_del,u1_text,u2_add,u2_del,u2_text,u3_add,u3_del,u3_text,u4_add,u4_del,u4_text,u1_speak,u2_speak,u3_speak,u4_speak,speak_sequence
2019-08-24 18:32:30,6,0,'sa''g''cv''s',0,0,,0,0,,11,9,'''''d''jjjs''jj''sj''''''''',3.2,4.2,3.4000000000000004,3.2,"[3, 1, 3, 3, 1, 1, 2, 1, 2, 1, 2, 2, 3, 1, 2, 1, 1, 4, 2, 4, 3, 3, 2, 1, 2, 1, 4, 4, 1, 4, 2, 2, 2, 3, 2, 1, 4, 3, 4, 3, 1, 3, 1, 4, 4, 4, 4, 3, 2, 3, 2, 4, 2, 2, 4, 3, 3, 4, 4, 1, 4, 3, 2, 2, 2, 3, 1, 2, 3, 2]"
2019-08-24 18:33:00,6,12,'''''''''s''xgv''c''s''''''',0,0,,4,4,'j''jj''j''''',0,0,,3.4000000000000004,7.2,3.6,2.4000000000000004,"[3, 3, 4, 2, 1, 2, 3, 3, 3, 3, 1, 2, 1, 2, 1, 3, 4, 4, 2, 3, 1, 3, 3, 2, 2, 4, 4, 1, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 3, 4, 3, 1, 3, 2, 2, 2, 2, 4, 4, 3, 3, 4, 4, 3, 1, 3, 3, 2, 1, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 2, 4, 4]"
2019-08-24 18:33:30,0,0,,0,0,,5,5,'c''cc''''''g''g''''',0,0,,5.0,6.800000000000001,3.6,5.0,"[4, 4, 1, 3, 4, 3, 1, 1, 4, 4, 3, 4, 4, 3, 3, 2, 4, 2, 2, 2, 1, 1, 2, 4, 4, 3, 3, 1, 3, 2, 3, 1, 1, 2, 3, 1, 2, 3, 1, 2, 1, 1, 4, 4, 4, 2, 2, 2, 2, 1, 2, 2, 2, 2, 3, 2, 4, 4, 2, 2, 1, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 4, 3, 4, 4, 4, 3, 2, 2, 2, 1, 1, 1, 2, 2, 4, 4, 4, 2, 1, 1, 1, 4, 4, 3, 3, 4, 3, 3, 1, 1]"
2019-08-24 18:34:00,0,0,,0,0,,0,0,,6,0,'''1''.''''n''o',4.0,1.8,4.2,6.6000000000000005,"[4, 4, 4, 4, 4, 4, 1, 1, 1, 3, 4, 4, 4, 3, 1, 3, 4, 1, 1, 1, 3, 3, 3, 1, 4, 4, 4, 1, 1, 4, 3, 4, 4, 2, 2, 2, 3, 4, 1, 3, 2, 1, 1, 3, 1, 1, 3, 4, 3, 4, 1, 3, 4, 2, 4, 4, 3, 4, 4, 4, 3, 3, 4, 3, 1, 3, 2, 4, 3, 4, 4, 1, 4, 3, 4, 3, 2, 2, 2, 1, 1, 4, 4]"
2019-08-24 18:34:30,61,1,'A''ll''''f''ood''co''nt''ai''ning''''G''M''O''s''mu''st''be''c''la''''e''ar''ly''l''a''bel''led''b''y t''he''pro',0,0,,0,0,,0,0,,4.2,0.8,4.800000000000001,4.800000000000001,"[4, 4, 4, 4, 4, 2, 4, 3, 1, 3, 1, 3, 1, 1, 4, 3, 4, 1, 1, 3, 1, 4, 4, 4, 3, 4, 4, 3, 4, 4, 4, 4, 4, 3, 3, 4, 2, 3, 4, 3, 2, 2, 3, 3, 1, 3, 4, 1, 3, 4, 3, 1, 1, 3, 1, 4, 3, 1, 1, 1, 1, 3, 1, 3, 1, 4, 1, 3, 3, 1, 3, 3, 1]"
2019-08-24 18:35:00,6,0,'du''cer''.',0,0,,3,0,'2''.',1,0,'''''''',3.4000000000000004,2.2,4.0,3.6,"[1, 4, 4, 4, 1, 2, 2, 1, 2, 4, 2, 1, 1, 2, 1, 2, 1, 3, 3, 4, 4, 3, 4, 3, 4, 4, 3, 3, 2, 2, 1, 1, 1, 2, 4, 3, 2, 4, 4, 4, 3, 4, 1, 4, 3, 1, 3, 1, 2, 3, 4, 4, 4, 1, 1, 1, 3, 3, 3, 3, 3, 1, 3, 3, 3, 3]"
2019-08-24 18:35:30,0,0,,0,0,,0,0,,71,3,'N''o''no''''''a''nim''als''''c''an''be h''ar''med''in''the''pr''oc''ess''of genetica''''''mo''dif''ic''ati''on''o''f''c',4.800000000000001,4.4,3.2,3.0,"[3, 1, 3, 3, 4, 4, 3, 3, 4, 3, 1, 4, 3, 3, 1, 4, 2, 4, 1, 1, 4, 3, 4, 1, 1, 4, 3, 1, 1, 4, 4, 3, 3, 4, 3, 1, 4, 1, 1, 2, 3, 4, 2, 3, 1, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 2, 4, 2, 1, 2, 2, 2, 2, 1, 2, 1]"
2019-08-24 18:36:00,0,0,,0,0,,0,0,,7,0,'ro''ps''.''''''',5.6000000000000005,10.200000000000001,2.2,2.8000000000000003,"[1, 1, 1, 1, 2, 2, 3, 1, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 3, 3, 4, 4, 4, 1, 1, 4, 2, 2, 2, 2, 1, 2, 4, 4, 3, 3, 2, 4, 4, 2, 2, 3, 1, 2, 2, 2, 1, 2, 4, 2, 2, 1, 1, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 2, 3, 2, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 3, 1, 2, 2, 1, 3, 2, 3, 4, 4, 1, 3, 4, 2, 4, 4]"
2019-08-24 18:36:30,0,0,,0,0,,0,0,,0,0,,3.6,7.6000000000000005,1.2000000000000002,3.6,"[2, 1, 2, 2, 1, 1, 2, 4, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 3, 4, 4, 4, 1, 2, 1, 4, 4, 1, 1, 1, 4, 4, 1, 4, 3, 1, 2, 2, 2, 1, 2, 2, 2, 3, 1, 2, 2, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 4, 4, 4, 3, 2, 1, 4, 4, 4, 3, 4, 4, 4]"
2019-08-24 18:37:00,0,0,,0,0,,0,0,,0,0,,3.4000000000000004,8.200000000000001,3.2,5.800000000000001,"[4, 3, 4, 4, 4, 4, 4, 3, 1, 3, 3, 4, 3, 1, 2, 2, 2, 2, 3, 4, 4, 2, 1, 1, 4, 3, 1, 4, 4, 4, 3, 4, 4, 4, 3, 4, 4, 2, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 1, 2, 1, 1, 1, 2, 3, 1, 2, 2, 1, 2, 2, 2, 3, 4, 1, 3, 2, 2, 2, 2, 2, 4, 4, 3, 4, 4, 4, 3, 4, 4, 4, 4, 1, 1, 1, 2, 4, 2, 2, 2]"
