model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,0.8614951613581346,1.1919448270688013,0.3372308948720534,1.1820050486042475,0.36694600792557275,1.3968057832370444,0.19131371218668947,0.974202340420666,0.007398368354464403
rf,1.0074593593572505,1.1213935181561763,0.29540607470233005,1.1289596047396946,0.3206812886394643,1.3328569326107664,0.0611482409529683,0.9813928543755231,0.0009933189632159779
ada,1.0214128798906568,1.1285518030983106,0.3868596235992215,1.1187569859667625,0.4185100800781924,1.3394087965380401,0.18286149922831096,1.0203196385843099,0.002527294906099802
gd,1.1207934021236343,1.1915776959703468,0.5331463063808828,1.1935829281586035,0.5514088850337553,1.1788631395908025,0.12198116370555762,1.0886876686917617,0.0009204470438676153
xg,1.24504578125473,2.7310941016021637,0.14833453174212113,2.7193349931326507,0.17477085072115994,1.9931770785311618,0.8800053603611314,2.6149884676938955,0.030401728944920936
mlp,1.051626786812007,1.5499283572278366,0.13726729098410503,1.506288941126519,0.13122080762894475,1.5157984345683222,0.027044111610254298,1.169555657401965,0.013239600641052512
svm,0.838881957199324,1.1284779172582857,0.2509309256890703,1.1070710203444667,0.2741979915776028,1.2340484308987025,0.14893172476912775,0.9125182142577827,0.0015026357972538133
vot,0.8838085147138471,1.101005466456529,0.33418784589024286,1.0916581049645673,0.3629065322873819,1.2785518663017297,0.18618459947171395,0.9284936981706091,0.0017232508763757022
