model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,1.0846758682345776,1.5193680004653458,0.19401770392333664,1.4947962271908777,0.22487018109433407,1.5844071470794054,0.028750021645799866,1.1069858635064063,0.010811161761159083
rf,1.0738808239222466,1.5007086190423815,0.2438854109440656,1.480208000092239,0.24755419537900186,1.5648932328442868,0.0008897218378681283,1.0954148880856813,0.001340187102415251
ada,1.0736527126325792,1.5032085822150167,0.2669575577765851,1.4707235487220955,0.32532279734140884,1.6227177687605279,0.00037329076835255777,1.1104263000573293,0.003591070160375121
gd,1.1456778237473837,1.2362086257216218,0.18688018134552684,1.22571594737855,0.2259261455747515,1.3287962040699761,0.1248959639944836,1.2304625562567382,0.0004243757907919001
xg,1.1307727627482713,1.4040605107943605,0.20935933775407078,1.4970569182809939,0.18238055706411935,3.2574972765747936,0.49495645131726645,1.1095524653444957,0.0015043276566523967
mlp,1.400955833205539,1.7820603281121608,0.07414491031009558,1.863772263502075,0.2779492607365267,2.6792826021931644,0.05463947110549265,1.3962337413925998,0.024254460034784934
svm,1.0692384290811439,1.353682580370449,0.3561196751075613,1.3651933333948432,0.3737812125622904,1.6857681744637878,0.00213302815104635,1.1116160914587,0.0007502353999934348
vot,1.0306436341704572,1.4248950346462677,0.2450516444738572,1.4137797236875826,0.26782130558171824,1.5701567208428644,0.0004011435080119056,1.0641668230100396,0.0021940653365290093
