model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,4.513795279594209,6.4739125534723225,9.220709458446368,6.443534392543649,10.093544759063514,5.874777546902624,4.854474980133185,4.79025672312279,0.08113285679331735
rf,4.732410601377888,6.5169327083041235,10.02304446064578,6.527596382595538,10.976699110099736,6.148336248040527,2.9735252819493483,5.071730212414587,0.16033413941408373
ada,4.812092546251958,6.210618579776884,10.079149869244707,6.178980784963675,10.867372814942335,5.798520151569378,5.083837970220043,4.976723462131921,0.05235035570032165
gd,5.081351460575926,5.455459174672675,7.275612081393748,5.467839706707231,8.178745698632442,5.6667405536543,5.727771889840656,5.292142086636483,0.0077829817861534605
xg,5.0345171712224825,6.185903788795738,8.480717955785881,6.1220716205892165,9.497679338656367,5.969762429678607,4.906801867654716,5.198843573942823,0.02122243891746589
mlp,4.446050897536973,6.444191532939806,13.291064445664349,5.852458533452694,12.434818147331107,6.628646405682548,2.2831682431941953,4.643600667411783,0.23735385150065721
svm,4.796933943549219,6.391309618761482,12.1487444596534,6.337367550190727,13.834988243430153,5.954979917537645,6.282377086493022,5.0627404353563366,0.11025107823727309
vot,4.544489197224993,6.227732996263604,10.889305101328267,6.204619563228626,12.088390810467688,5.786627703798995,5.459081513268028,4.794831569358802,0.09567950134442232
