model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,4.305137855693095,5.782894003265957,7.009057024563253,5.69327847572372,8.402246278919034,6.425753841278876,5.808451197973749,4.690599572784384,0.07186409305939673
rf,4.459416611064331,5.834312818510466,6.7233968080499045,5.664195755321514,7.246254940911197,6.008739602356951,2.0728847587388586,4.562216777819009,0.2607784061990529
ada,4.363267480251927,5.72003723781791,7.590308748068078,5.668894317409643,8.552590382803386,6.3749422101525735,2.740514544221742,4.64767096384706,0.26602132030324677
gd,4.981585286146879,5.447769615906385,7.113382412335388,5.409123231303177,7.835259685593463,5.582522155860247,6.032220939960118,5.191293726917733,0.024195068029436183
xg,5.5378328243558,12.21914730900544,0.9730465651638338,12.513592172314796,1.3245986384245032,8.487917569317542,8.807858207713412,12.186144711924321,3.6810301254222857
mlp,4.524481523461241,7.136818078333028,2.3240010553380617,6.338059090361492,2.3595098452066847,7.162503272561094,0.836906356835253,5.026491415500579,0.1623229190792597
svm,4.172043214309503,5.5398199897691764,5.932170725729767,5.488486104562526,6.789916245881232,5.6044902924460915,4.422673480455555,4.363314487742521,0.06091759427212787
vot,4.149766060868728,5.553739542531553,7.083607898129346,5.47350182025374,7.995448677920512,5.836751754409436,4.905398451237341,4.396320514684097,0.13934160928719078
