model,train_test,cross_val_mean,cross_val_var,leave_group_mean,leave_group_var,leave_dataset_mean,leave_dataset_var,stratified_mean,stratified_var
knn,0.7196013389068434,0.8077874540974804,0.04182945547602211,0.8108092246359507,0.03673005511672354,0.8428611480158577,0.008250357956423371,0.7911877969689587,0.002479743543577649
rf,0.7149994518313881,0.8085652602993973,0.03183292024493767,0.8011941804651584,0.02782064855087703,0.8072080742464067,0.004185982031708294,0.7783731477010706,0.0015124042693456107
ada,0.6856627211631486,0.7866726592838983,0.03946702744846291,0.7857204573335312,0.03283855596571151,0.8014794388295947,0.0028644400751820934,0.7755707245827015,0.0004804996989831676
gd,0.8128723562497345,0.9436368871369211,0.04733553671866017,0.94666396762598,0.037634481310017134,0.893452607567365,0.00039649390583835895,0.8970160839852378,0.0004224834544654254
xg,1.101896193938738,2.4470396245530495,0.24268695155470082,2.3112744108849355,0.2355284718192365,1.4830333540259097,0.3814134808192799,2.2616131571248532,0.029047155040172676
mlp,1.2794295245353096,1.0560047569006858,0.06344844114903743,1.1854638973161002,0.12516914006154548,1.4098427923547232,0.09194670011219862,1.1445217250104036,0.04806883361205707
svm,0.755770161624288,0.8695064518691556,0.04259035081605968,0.8649393218604327,0.03712351471056109,0.8817169828872298,0.015611004722836814,0.8075774657349566,0.002420636969793397
vot,0.6794121819071465,0.7949096766686555,0.04152417289700789,0.7913046310591134,0.03673217147931354,0.8160814632844036,0.006663516802021945,0.7658659426315947,0.0013937498984213292
