timestamp,u1_add,u1_del,u1_text,u2_add,u2_del,u2_text,u3_add,u3_del,u3_text,u4_add,u4_del,u4_text,u1_speak,u2_speak,u3_speak,u4_speak,speak_sequence
2019-08-24 12:05:19,0,0,,0,0,,0,0,,0,0,,8.0,10.4,2.8000000000000003,4.0,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 4, 1, 1, 4, 1, 1, 4, 3, 1, 3, 3, 3, 2, 3, 2, 2, 2, 2, 2, 4, 4, 4, 4, 1, 2, 2, 1, 2, 3, 1, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 1, 1, 4, 1, 3, 1, 1, 1, 4, 4, 1, 3, 1, 3, 4, 4, 1, 4, 4, 4, 3, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 3, 2, 2, 4, 4, 2, 1, 2, 2]"
2019-08-24 12:05:49,0,0,,0,0,,0,0,,0,0,,6.2,6.800000000000001,2.2,4.800000000000001,"[2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 3, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 1, 1, 3, 4, 4, 1, 1, 2, 2, 4, 1, 1, 1, 4, 4, 4, 4, 1, 4, 1, 1, 2, 4, 4, 4, 1, 1, 1, 1, 3, 4, 4, 4, 4, 1, 1, 1, 1, 4, 4, 1, 4, 1, 1, 4, 4, 2, 4, 4, 4, 4, 1, 3, 3, 3, 1, 3, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1, 1]"
2019-08-24 12:06:19,0,0,,0,0,,0,0,,0,0,,7.800000000000001,10.4,3.2,3.8000000000000003,"[1, 3, 1, 1, 3, 1, 4, 4, 1, 1, 2, 2, 1, 1, 2, 1, 1, 4, 4, 1, 4, 2, 1, 3, 1, 3, 3, 1, 4, 4, 4, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1, 4, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 2, 2, 2, 2, 2, 2, 4, 2, 4, 2, 2, 1, 1, 4, 1, 1, 4, 2, 1, 4, 2, 2, 1, 2, 3, 3, 3, 1, 1, 1, 4, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 2, 2, 3, 3, 4, 1, 1, 2, 2, 1, 3]"
2019-08-24 12:06:49,0,0,,0,0,,0,0,,0,0,,7.0,12.200000000000001,2.4000000000000004,5.0,"[3, 4, 1, 4, 1, 1, 2, 2, 2, 2, 2, 4, 4, 1, 4, 4, 3, 4, 4, 2, 4, 3, 4, 3, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 4, 4, 4, 4, 4, 2, 1, 4, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 2, 2, 1, 3, 2, 3, 1, 1, 1, 1, 1, 3, 1, 1, 4, 4, 4, 1, 1, 1, 1, 4, 1, 1, 2, 3, 3, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1]"
2019-08-24 12:07:19,0,0,,0,0,,0,0,,0,0,,4.4,13.8,1.6,6.0,"[1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 4, 2, 1, 1, 2, 4, 2, 2, 4, 3, 2, 1, 3, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 2, 1, 4, 2, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 3, 4, 4, 1, 1, 4, 3, 4, 4, 2, 2, 1, 2, 1, 2, 4, 1, 4, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 4]"
2019-08-24 12:07:49,0,0,,0,0,,0,0,,0,0,,10.8,8.4,2.8000000000000003,1.4000000000000001,"[2, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 2, 1, 1, 3, 3, 3, 3, 2, 1, 2, 2, 2, 2, 1, 2, 1, 2, 1, 3, 2, 4, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 4, 1, 2, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 4, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 3, 1, 1, 1, 1, 4, 1, 2, 2, 2, 2, 1, 1, 3, 1, 1, 1, 3, 1, 3, 1, 3, 2, 2, 3, 3, 4, 1, 1, 1, 2, 2, 3, 2, 2]"
2019-08-24 12:08:19,0,0,,0,0,,0,0,,0,0,,5.4,9.200000000000001,1.8,5.2,"[3, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1, 4, 1, 4, 4, 4, 4, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1, 4, 4, 4, 2, 1, 4, 4, 1, 1, 4, 1, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 1, 4, 1, 1, 3, 3, 3, 1, 1, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 2, 2, 2, 2, 2, 1, 1, 1, 2, 4, 2, 2, 4, 4, 4, 1, 4, 4, 2]"
2019-08-24 12:08:49,0,0,,0,0,,0,0,,0,0,,7.2,9.600000000000001,2.6,3.0,"[1, 1, 1, 1, 4, 1, 1, 1, 2, 2, 2, 2, 2, 4, 3, 2, 4, 2, 2, 4, 4, 2, 4, 4, 2, 2, 3, 2, 1, 2, 2, 3, 3, 2, 2, 1, 2, 2, 2, 1, 1, 1, 2, 2, 2, 2, 4, 2, 2, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 1, 2, 1, 2, 2, 2, 3, 2, 2, 2, 1, 2, 2, 4, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 4, 1, 3, 4, 1, 3, 3, 1, 4, 2, 2, 4, 4, 2, 4, 1, 2, 1, 3, 3, 1, 3]"
2019-08-24 12:09:19,0,0,,0,0,,0,0,,0,0,,6.4,7.4,3.6,5.2,"[3, 4, 1, 1, 3, 3, 3, 3, 1, 4, 4, 4, 4, 4, 4, 4, 2, 4, 2, 2, 2, 3, 3, 3, 3, 2, 2, 3, 3, 3, 2, 2, 3, 2, 2, 2, 2, 3, 2, 1, 1, 3, 1, 1, 2, 2, 4, 3, 3, 1, 1, 3, 1, 4, 1, 4, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 1, 2, 4, 4, 1, 1, 2, 2, 4, 4, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 2, 2, 2, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 4]"
2019-08-24 12:09:49,0,0,,0,0,,0,0,,0,0,,3.8000000000000003,10.600000000000001,1.8,6.6000000000000005,"[4, 2, 4, 2, 1, 2, 2, 2, 2, 2, 4, 2, 4, 1, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 3, 4, 4, 1, 4, 1, 3, 2, 2, 2, 2, 2, 2, 3, 4, 3, 2, 2, 2, 4, 4, 4, 2, 1, 4, 4, 4, 1, 4, 4, 4, 2, 2, 4, 4, 1, 2, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 1, 4, 4, 4, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 1, 4, 4, 2, 2, 3, 4, 4, 2, 2, 2, 2, 2, 4, 1, 2, 4, 4, 3, 3, 1, 2, 2, 2, 2, 2, 2]"
