timestamp,u1_add,u1_del,u1_text,u2_add,u2_del,u2_text,u3_add,u3_del,u3_text,u4_add,u4_del,u4_text,u1_speak,u2_speak,u3_speak,u4_speak,speak_sequence
2019-08-24 18:32:30,0,0,,0,0,,0,0,,0,0,,11.8,3.6,2.8000000000000003,1.6,"[2, 2, 2, 3, 3, 3, 2, 2, 1, 1, 1, 4, 4, 4, 1, 2, 2, 2, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 3, 1, 2, 3, 1, 1, 1, 1, 4, 4, 1, 4, 1, 2, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 2, 2, 3, 3, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]"
2019-08-24 18:33:00,0,0,,38,0,'e''ver''yo''ne''know''s w''hat''the''y ar''e''cons''um''ing',22,1,'te''sts''''ing''for a''lle''rgie''s',0,0,,4.2,4.6000000000000005,4.800000000000001,2.2,"[2, 3, 3, 3, 3, 3, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 2, 2, 1, 1, 2, 2, 4, 3, 2, 4, 1, 3, 3, 2, 2, 1, 1, 1, 3, 2, 1, 4, 2, 3, 1, 1, 3, 1, 1, 3, 3, 3, 3, 2, 1, 2, 1, 2, 1, 1, 3, 1, 3, 3, 2, 1, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 3, 1, 3, 3, 3, 3, 3]"
2019-08-24 18:33:30,0,0,,0,0,,32,0,'/''o''ther''''he''alt''h risks''is n''ece''ssar''y',0,0,,5.4,6.2,2.2,1.2000000000000002,"[3, 4, 2, 1, 1, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 3, 1, 1, 1, 1, 1, 3, 1, 4, 1, 1, 1, 4, 4, 4, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 2, 1, 3, 3, 1, 1, 1, 3, 1, 1, 3, 2, 2, 1]"
2019-08-24 18:34:00,0,0,,0,0,,12,0,'''(''la''bel''ling'')',0,0,,4.6000000000000005,5.2,1.0,0.6000000000000001,"[2, 1, 3, 1, 1, 1, 1, 1, 3, 3, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 4, 4, 1, 1, 2, 1, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 1, 1, 1, 2, 2, 1, 1, 1, 3, 1]"
2019-08-24 18:34:30,2,1,'''''',0,0,,0,0,,0,0,,3.6,12.200000000000001,1.2000000000000002,1.0,"[2, 2, 3, 1, 1, 2, 3, 2, 2, 1, 3, 3, 2, 2, 3, 2, 2, 4, 2, 2, 2, 2, 4, 2, 2, 2, 1, 2, 4, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 4, 4, 1, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 1, 2, 3, 1, 2, 1, 2, 2, 2, 2, 2, 2]"
2019-08-24 18:35:00,0,0,,45,1,'s''pre''ad''into''w''ild''mus''t''be c''ont''rolle''d''7''''/''l''imi''te''d''!',0,0,,0,0,,7.800000000000001,7.6000000000000005,1.2000000000000002,0.2,"[2, 1, 1, 3, 1, 1, 2, 1, 3, 2, 1, 2, 1, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 2, 2, 1, 2, 2, 2, 3, 1, 1, 2, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 2]"
2019-08-24 18:35:30,0,0,,0,0,,0,0,,0,0,,9.0,6.0,3.0,0.6000000000000001,"[1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 3, 3, 1, 1, 1, 2, 3, 3, 2, 2, 3, 1, 1, 1, 4, 3, 1, 3, 1, 1, 1, 2, 4, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 3, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 2, 1, 1, 1, 1, 1, 2, 2]"
2019-08-24 18:36:00,0,0,,0,0,,34,1,'i''''t''e''st''the''spread''-''is''olate''f''ields''?',0,0,,4.800000000000001,10.0,4.4,0.8,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 3, 3, 3, 1, 3, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 1, 2, 2, 3, 3, 2, 1, 1, 3, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 3, 2, 3, 3, 2, 3, 3, 2, 3, 3, 3, 4, 3, 2, 2, 2, 2, 3, 1, 3, 2, 4, 3, 3, 3, 2, 4]"
2019-08-24 18:36:30,1,0,'',0,0,,0,0,,0,0,,4.800000000000001,11.8,2.4000000000000004,0.6000000000000001,"[2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 2, 4, 3, 3, 2, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 2, 3, 1, 1, 3, 2, 1, 3, 1, 1, 1, 3, 1, 1, 1, 2, 2, 3, 2, 1, 3, 3, 3, 1, 1, 1, 3, 2, 2, 2, 4, 1, 1, 1, 3, 2, 2, 2, 2, 2, 2]"
2019-08-24 18:37:00,37,2,'''p''ro''c''r''''''t''ec''tio''n of''''wi''ld''life fro''m''''g''mos''''',0,0,,0,0,,0,0,,4.0,12.0,2.8000000000000003,0.8,"[2, 2, 2, 1, 2, 2, 1, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 3, 3, 3, 3, 2, 1, 1, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 4, 2, 1, 2, 4, 2, 2, 4, 2, 2, 1, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 3, 2, 1, 1, 2, 4, 1, 2, 1, 1, 2, 2, 2, 1, 3, 2, 3, 1, 1, 1, 1, 2, 3, 2, 2, 3, 1, 3, 3, 3]"
2019-08-24 18:37:30,18,2,'''-''''a''voi''d''s''u''''g''ett''ing',0,0,,0,0,,0,0,,7.0,7.6000000000000005,2.6,0.8,"[2, 2, 2, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 2, 1, 3, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 2, 3, 2, 4, 2, 4, 1, 1, 1, 4, 2, 1, 1, 3, 3, 1, 3, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 3, 3, 1, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 1, 1, 2, 2, 3, 2, 4, 2, 2, 2, 1, 1, 1, 2, 2, 1]"
